particle,t,xpos,ypos
1152,0,2.5,5.5
1152,2,3.5,5.5
1153,0,2.5,5.5
1153,2,3.5,5.5
1154,0,2.5,5.5
1154,2,3.5,5.5
1155,0,2.5,5.5
1155,2,3.5,5.5
1156,0,2.5,5.5
1156,2,3.5,5.5
1157,0,2.5,5.5
1157,2,3.5,5.5
1158,0,2.5,5.5
1158,2,3.5,5.5
1159,0,2.5,5.5
1159,2,3.5,5.5
1160,0,3.5,5.5
1160,2,3.5,5.5
1161,0,3.5,5.5
1161,2,3.5,5.5
1162,0,3.5,5.5
1162,2,4.5,5.5
1163,0,3.5,5.5
1163,2,4.5,5.5
1164,0,3.5,5.5
1164,2,4.5,5.5
1165,0,3.5,5.5
1165,2,4.5,5.5
1166,0,3.5,5.5
1166,2,4.5,5.5
1167,0,3.5,5.5
1167,2,4.5,5.5
1168,0,3.5,5.5
1168,2,4.5,5.5
1169,0,3.5,5.5
1169,2,4.5,5.5
1170,0,3.5,5.5
1170,2,4.5,5.5
1171,0,3.5,5.5
1171,2,4.5,5.5
1172,0,3.5,5.5
1172,2,4.5,5.5
1173,0,3.5,5.5
1173,2,4.5,5.5
1174,0,3.5,5.5
1174,2,4.5,5.5
1175,0,3.5,5.5
1175,2,4.5,5.5
1176,0,3.5,5.5
1176,2,4.5,5.5
1177,0,3.5,5.5
1177,2,4.5,5.5
1178,0,3.5,5.5
1178,2,4.5,5.5
1179,0,3.5,5.5
1179,2,4.5,5.5
1180,0,4.5,5.5
1180,2,4.5,5.5
1181,0,4.5,5.5
1181,2,4.5,5.5
1182,0,4.5,5.5
1182,2,5.5,5.5
1183,0,4.5,5.5
1183,2,5.5,5.5
1184,0,4.5,5.5
1184,2,5.5,5.5
1185,0,4.5,5.5
1185,2,5.5,5.5
1186,0,4.5,5.5
1186,2,5.5,5.5
1187,0,4.5,5.5
1187,2,5.5,5.5
1188,0,4.5,5.5
1188,2,5.5,5.5
1189,0,4.5,5.5
1189,2,5.5,5.5
1190,0,4.5,5.5
1190,2,5.5,5.5
1191,0,4.5,5.5
1191,2,5.5,5.5
1192,0,4.5,5.5
1192,2,5.5,5.5
1193,0,4.5,5.5
1193,2,5.5,5.5
1194,0,4.5,5.5
1194,2,5.5,5.5
1195,0,4.5,5.5
1195,2,5.5,5.5
1196,0,4.5,5.5
1196,2,5.5,5.5
1197,0,4.5,5.5
1197,2,5.5,5.5
1198,0,4.5,5.5
1198,2,5.5,5.5
1199,0,4.5,5.5
1199,2,5.5,5.5
1200,0,5.5,5.5
1200,2,5.5,5.5
1201,0,5.5,5.5
1201,2,5.5,5.5
1202,0,5.5,5.5
1202,2,6.5,5.5
1203,0,5.5,5.5
1203,2,6.5,5.5
1204,0,5.5,5.5
1204,2,6.5,5.5
1205,0,5.5,5.5
1205,2,6.5,5.5
1206,0,5.5,5.5
1206,2,6.5,5.5
1207,0,5.5,5.5
1207,2,6.5,5.5
1208,0,5.5,5.5
1208,2,6.5,5.5
1209,0,5.5,5.5
1209,2,6.5,5.5
1210,0,5.5,5.5
1210,2,6.5,5.5
1211,0,5.5,5.5
1211,2,6.5,5.5
1212,0,5.5,5.5
1212,2,6.5,5.5
1213,0,5.5,5.5
1213,2,6.5,5.5
1214,0,5.5,5.5
1214,2,6.5,5.5
1215,0,5.5,5.5
1215,2,6.5,5.5
1216,0,5.5,5.5
1216,2,6.5,5.5
1217,0,5.5,5.5
1217,2,6.5,5.5
1218,0,5.5,5.5
1218,2,6.5,5.5
1219,0,5.5,5.5
1219,2,6.5,5.5
1220,0,6.5,5.5
1220,2,6.5,5.5
1221,0,6.5,5.5
1221,2,6.5,5.5
1222,0,6.5,5.5
1222,2,7.5,5.5
1223,0,6.5,5.5
1223,2,7.5,5.5
1224,0,6.5,5.5
1224,2,7.5,5.5
1225,0,6.5,5.5
1225,2,7.5,5.5
1226,0,6.5,5.5
1226,2,7.5,5.5
1227,0,6.5,5.5
1227,2,7.5,5.5
1228,0,6.5,5.5
1228,2,7.5,5.5
1229,0,6.5,5.5
1229,2,7.5,5.5
1230,0,6.5,5.5
1230,2,7.5,5.5
1231,0,6.5,5.5
1231,2,7.5,5.5
1232,0,6.5,5.5
1232,2,7.5,5.5
1233,0,6.5,5.5
1233,2,7.5,5.5
1234,0,6.5,5.5
1234,2,7.5,5.5
1235,0,6.5,5.5
1235,2,7.5,5.5
1236,0,6.5,5.5
1236,2,7.5,5.5
1237,0,6.5,5.5
1237,2,7.5,5.5
1238,0,6.5,5.5
1238,2,7.5,5.5
1239,0,6.5,5.5
1239,2,7.5,5.5
1240,0,7.5,5.5
1240,2,7.5,5.5
1241,0,7.5,5.5
1241,2,7.5,5.5
1242,0,7.5,5.5
1242,2,8.5,5.5
1243,0,7.5,5.5
1243,2,8.5,5.5
1244,0,7.5,5.5
1244,2,8.5,5.5
1245,0,7.5,5.5
1245,2,8.5,5.5
1246,0,7.5,5.5
1246,2,8.5,5.5
1247,0,7.5,5.5
1247,2,8.5,5.5
1248,0,7.5,5.5
1248,2,8.5,5.5
1249,0,7.5,5.5
1249,2,8.5,5.5
1250,0,7.5,5.5
1250,2,8.5,5.5
1251,0,7.5,5.5
1251,2,8.5,5.5
1252,0,7.5,5.5
1252,2,8.5,5.5
1253,0,7.5,5.5
1253,2,8.5,5.5
1254,0,7.5,5.5
1254,2,8.5,5.5
1255,0,7.5,5.5
1255,2,8.5,5.5
1256,0,7.5,5.5
1256,2,8.5,5.5
1257,0,7.5,5.5
1257,2,8.5,5.5
1258,0,7.5,5.5
1258,2,8.5,5.5
1259,0,7.5,5.5
1259,2,8.5,5.5
1260,0,8.5,5.5
1260,2,8.5,5.5
1261,0,8.5,5.5
1261,2,8.5,5.5
1262,0,8.5,5.5
1262,2,9.5,5.5
1263,0,8.5,5.5
1263,2,9.5,5.5
1264,0,8.5,5.5
1264,2,9.5,5.5
1265,0,8.5,5.5
1265,2,9.5,5.5
1266,0,8.5,5.5
1266,2,9.5,5.5
1267,0,8.5,5.5
1267,2,9.5,5.5
1268,0,8.5,5.5
1268,2,9.5,5.5
1269,0,8.5,5.5
1269,2,9.5,5.5
1270,0,8.5,5.5
1270,2,9.5,5.5
1271,0,8.5,5.5
1271,2,9.5,5.5
1272,0,8.5,5.5
1272,2,9.5,5.5
1273,0,8.5,5.5
1273,2,9.5,5.5
1274,0,8.5,5.5
1274,2,9.5,5.5
1275,0,8.5,5.5
1275,2,9.5,5.5
1276,0,8.5,5.5
1276,2,9.5,5.5
1277,0,8.5,5.5
1277,2,9.5,5.5
1278,0,8.5,5.5
1278,2,9.5,5.5
1279,0,8.5,5.5
1279,2,9.5,5.5
1280,0,9.5,5.5
1280,2,9.5,5.5
1281,0,9.5,5.5
1281,2,9.5,5.5
1282,0,9.5,5.5
1282,2,10.5,5.5
1283,0,9.5,5.5
1283,2,10.5,5.5
1284,0,9.5,5.5
1284,2,10.5,5.5
1285,0,9.5,5.5
1285,2,10.5,5.5
1286,0,9.5,5.5
1286,2,10.5,5.5
1287,0,9.5,5.5
1287,2,10.5,5.5
1288,0,9.5,5.5
1288,2,10.5,5.5
1289,0,9.5,5.5
1289,2,10.5,5.5
1290,0,9.5,5.5
1290,2,10.5,5.5
1291,0,9.5,5.5
1291,2,10.5,5.5
1292,0,9.5,5.5
1292,2,10.5,5.5
1293,0,9.5,5.5
1293,2,10.5,5.5
1294,0,9.5,5.5
1294,2,10.5,5.5
1295,0,9.5,5.5
1295,2,10.5,5.5
1296,0,9.5,5.5
1296,2,10.5,5.5
1297,0,9.5,5.5
1297,2,10.5,5.5
1298,0,9.5,5.5
1298,2,10.5,5.5
1299,0,9.5,5.5
1299,2,10.5,5.5
1300,0,10.5,5.5
1300,2,10.5,5.5
1301,0,10.5,5.5
1301,2,10.5,5.5
1302,0,10.5,5.5
1302,2,9.5,5.5
1303,0,10.5,5.5
1303,2,9.5,5.5
1304,0,10.5,5.5
1304,2,9.5,5.5
1305,0,10.5,5.5
1305,2,9.5,5.5
1306,0,10.5,5.5
1306,2,9.5,5.5
1307,0,10.5,5.5
1307,2,9.5,5.5
1308,0,10.5,5.5
1308,2,9.5,5.5
1309,0,10.5,5.5
1309,2,9.5,5.5
1310,0,10.5,5.5
1310,2,9.5,5.5
1311,0,10.5,5.5
1311,2,9.5,5.5
1312,0,10.5,5.5
1312,2,9.5,5.5
1313,0,10.5,5.5
1313,2,9.5,5.5
1314,0,10.5,5.5
1314,2,9.5,5.5
1315,0,10.5,5.5
1315,2,9.5,5.5
1316,0,10.5,5.5
1316,2,9.5,5.5
1317,0,10.5,5.5
1317,2,9.5,5.5
1318,0,10.5,5.5
1318,2,9.5,5.5
1319,0,10.5,5.5
1319,2,9.5,5.5
1320,0,0.5,6.5
1320,2,0.5,6.5
1321,0,0.5,6.5
1321,2,0.5,6.5
1322,0,0.5,6.5
1322,2,0.5,6.5
1323,0,0.5,6.5
1323,2,0.5,6.5
1324,0,0.5,6.5
1324,2,0.5,6.5
1325,0,0.5,6.5
1325,2,0.5,6.5
1326,0,0.5,6.5
1326,2,0.5,6.5
1327,0,0.5,6.5
1327,2,1.5,6.5
1328,0,0.5,6.5
1328,2,1.5,6.5
1329,0,0.5,6.5
1329,2,1.5,6.5
1330,0,0.5,6.5
1330,2,1.5,6.5
1331,0,0.5,6.5
1331,2,1.5,6.5
1332,0,0.5,6.5
1332,2,1.5,6.5
1333,0,0.5,6.5
1333,2,1.5,6.5
1334,0,0.5,6.5
1334,2,1.5,6.5
1335,0,0.5,6.5
1335,2,1.5,6.5
1336,0,0.5,6.5
1336,2,1.5,6.5
1337,0,0.5,6.5
1337,2,1.5,6.5
1338,0,0.5,6.5
1338,2,1.5,6.5
1339,0,0.5,6.5
1339,2,1.5,6.5
1340,0,1.5,6.5
1340,2,1.5,6.5
1341,0,1.5,6.5
1341,2,1.5,6.5
1342,0,1.5,6.5
1342,2,1.5,6.5
1343,0,1.5,6.5
1343,2,1.5,6.5
1344,0,1.5,6.5
1344,2,1.5,6.5
1345,0,1.5,6.5
1345,2,1.5,6.5
1346,0,1.5,6.5
1346,2,1.5,6.5
1347,0,1.5,6.5
1347,2,2.5,6.5
1348,0,1.5,6.5
1348,2,2.5,6.5
1349,0,1.5,6.5
1349,2,2.5,6.5
1350,0,1.5,6.5
1350,2,2.5,6.5
1351,0,1.5,6.5
1351,2,2.5,6.5
1352,0,1.5,6.5
1352,2,2.5,6.5
1353,0,1.5,6.5
1353,2,2.5,6.5
1354,0,1.5,6.5
1354,2,2.5,6.5
1355,0,1.5,6.5
1355,2,2.5,6.5
1356,0,1.5,6.5
1356,2,2.5,6.5
1357,0,1.5,6.5
1357,2,2.5,6.5
1358,0,1.5,6.5
1358,2,2.5,6.5
1359,0,1.5,6.5
1359,2,2.5,6.5
1360,0,2.5,6.5
1360,2,2.5,6.5
1361,0,2.5,6.5
1361,2,2.5,6.5
1362,0,2.5,6.5
1362,2,2.5,6.5
1363,0,2.5,6.5
1363,2,2.5,6.5
1364,0,2.5,6.5
1364,2,2.5,6.5
1365,0,2.5,6.5
1365,2,2.5,6.5
1366,0,2.5,6.5
1366,2,2.5,6.5
1367,0,2.5,6.5
1367,2,3.5,6.5
1368,0,2.5,6.5
1368,2,3.5,6.5
1369,0,2.5,6.5
1369,2,3.5,6.5
1370,0,2.5,6.5
1370,2,3.5,6.5
1371,0,2.5,6.5
1371,2,3.5,6.5
1372,0,2.5,6.5
1372,2,3.5,6.5
1373,0,2.5,6.5
1373,2,3.5,6.5
1374,0,2.5,6.5
1374,2,3.5,6.5
1375,0,2.5,6.5
1375,2,3.5,6.5
1376,0,2.5,6.5
1376,2,3.5,6.5
1377,0,2.5,6.5
1377,2,3.5,6.5
1378,0,2.5,6.5
1378,2,3.5,6.5
1379,0,2.5,6.5
1379,2,3.5,6.5
1380,0,3.5,6.5
1380,2,3.5,6.5
1381,0,3.5,6.5
1381,2,3.5,6.5
1382,0,3.5,6.5
1382,2,3.5,6.5
1383,0,3.5,6.5
1383,2,3.5,6.5
1384,0,3.5,6.5
1384,2,3.5,6.5
1385,0,3.5,6.5
1385,2,3.5,6.5
1386,0,3.5,6.5
1386,2,3.5,6.5
1387,0,3.5,6.5
1387,2,4.5,6.5
1388,0,3.5,6.5
1388,2,4.5,6.5
1389,0,3.5,6.5
1389,2,4.5,6.5
1390,0,3.5,6.5
1390,2,4.5,6.5
1391,0,3.5,6.5
1391,2,4.5,6.5
1392,0,3.5,6.5
1392,2,4.5,6.5
1393,0,3.5,6.5
1393,2,4.5,6.5
1394,0,3.5,6.5
1394,2,4.5,6.5
1395,0,3.5,6.5
1395,2,4.5,6.5
1396,0,3.5,6.5
1396,2,4.5,6.5
1397,0,3.5,6.5
1397,2,4.5,6.5
1398,0,3.5,6.5
1398,2,4.5,6.5
1399,0,3.5,6.5
1399,2,4.5,6.5
1400,0,4.5,6.5
1400,2,4.5,6.5
1401,0,4.5,6.5
1401,2,4.5,6.5
1402,0,4.5,6.5
1402,2,4.5,6.5
1403,0,4.5,6.5
1403,2,4.5,6.5
1404,0,4.5,6.5
1404,2,4.5,6.5
1405,0,4.5,6.5
1405,2,4.5,6.5
1406,0,4.5,6.5
1406,2,4.5,6.5
1407,0,4.5,6.5
1407,2,5.5,6.5
1408,0,4.5,6.5
1408,2,5.5,6.5
1409,0,4.5,6.5
1409,2,5.5,6.5
1410,0,4.5,6.5
1410,2,5.5,6.5
1411,0,4.5,6.5
1411,2,5.5,6.5
1412,0,4.5,6.5
1412,2,5.5,6.5
1413,0,4.5,6.5
1413,2,5.5,6.5
1414,0,4.5,6.5
1414,2,5.5,6.5
1415,0,4.5,6.5
1415,2,5.5,6.5
1416,0,4.5,6.5
1416,2,5.5,6.5
1417,0,4.5,6.5
1417,2,5.5,6.5
1418,0,4.5,6.5
1418,2,5.5,6.5
1419,0,4.5,6.5
1419,2,5.5,6.5
1420,0,5.5,6.5
1420,2,5.5,6.5
1421,0,5.5,6.5
1421,2,5.5,6.5
1422,0,5.5,6.5
1422,2,5.5,6.5
1423,0,5.5,6.5
1423,2,5.5,6.5
1424,0,5.5,6.5
1424,2,5.5,6.5
1425,0,5.5,6.5
1425,2,5.5,6.5
1426,0,5.5,6.5
1426,2,5.5,6.5
1427,0,5.5,6.5
1427,2,6.5,6.5
1428,0,5.5,6.5
1428,2,6.5,6.5
1429,0,5.5,6.5
1429,2,6.5,6.5
1430,0,5.5,6.5
1430,2,6.5,6.5
1431,0,5.5,6.5
1431,2,6.5,6.5
1432,0,5.5,6.5
1432,2,6.5,6.5
1433,0,5.5,6.5
1433,2,6.5,6.5
1434,0,5.5,6.5
1434,2,6.5,6.5
1435,0,5.5,6.5
1435,2,6.5,6.5
1436,0,5.5,6.5
1436,2,6.5,6.5
1437,0,5.5,6.5
1437,2,6.5,6.5
1438,0,5.5,6.5
1438,2,6.5,6.5
1439,0,5.5,6.5
1439,2,6.5,6.5
1440,0,6.5,6.5
1440,2,6.5,6.5
1441,0,6.5,6.5
1441,2,6.5,6.5
1442,0,6.5,6.5
1442,2,6.5,6.5
1443,0,6.5,6.5
1443,2,6.5,6.5
1444,0,6.5,6.5
1444,2,6.5,6.5
1445,0,6.5,6.5
1445,2,6.5,6.5
1446,0,6.5,6.5
1446,2,6.5,6.5
1447,0,6.5,6.5
1447,2,7.5,6.5
1448,0,6.5,6.5
1448,2,7.5,6.5
1449,0,6.5,6.5
1449,2,7.5,6.5
1450,0,6.5,6.5
1450,2,7.5,6.5
1451,0,6.5,6.5
1451,2,7.5,6.5
1452,0,6.5,6.5
1452,2,7.5,6.5
1453,0,6.5,6.5
1453,2,7.5,6.5
1454,0,6.5,6.5
1454,2,7.5,6.5
1455,0,6.5,6.5
1455,2,7.5,6.5
1456,0,6.5,6.5
1456,2,7.5,6.5
1457,0,6.5,6.5
1457,2,7.5,6.5
1458,0,6.5,6.5
1458,2,7.5,6.5
1459,0,6.5,6.5
1459,2,7.5,6.5
1460,0,7.5,6.5
1460,2,7.5,6.5
1461,0,7.5,6.5
1461,2,7.5,6.5
1462,0,7.5,6.5
1462,2,7.5,6.5
1463,0,7.5,6.5
1463,2,7.5,6.5
1464,0,7.5,6.5
1464,2,7.5,6.5
1465,0,7.5,6.5
1465,2,7.5,6.5
1466,0,7.5,6.5
1466,2,7.5,6.5
1467,0,7.5,6.5
1467,2,8.5,6.5
1468,0,7.5,6.5
1468,2,8.5,6.5
1469,0,7.5,6.5
1469,2,8.5,6.5
1470,0,7.5,6.5
1470,2,8.5,6.5
1471,0,7.5,6.5
1471,2,8.5,6.5
1472,0,7.5,6.5
1472,2,8.5,6.5
1473,0,7.5,6.5
1473,2,8.5,6.5
1474,0,7.5,6.5
1474,2,8.5,6.5
1475,0,7.5,6.5
1475,2,8.5,6.5
1476,0,7.5,6.5
1476,2,8.5,6.5
1477,0,7.5,6.5
1477,2,8.5,6.5
1478,0,7.5,6.5
1478,2,8.5,6.5
1479,0,7.5,6.5
1479,2,8.5,6.5
1480,0,8.5,6.5
1480,2,8.5,6.5
1481,0,8.5,6.5
1481,2,8.5,6.5
1482,0,8.5,6.5
1482,2,8.5,6.5
1483,0,8.5,6.5
1483,2,8.5,6.5
1484,0,8.5,6.5
1484,2,8.5,6.5
1485,0,8.5,6.5
1485,2,8.5,6.5
1486,0,8.5,6.5
1486,2,8.5,6.5
1487,0,8.5,6.5
1487,2,9.5,6.5
1488,0,8.5,6.5
1488,2,9.5,6.5
1489,0,8.5,6.5
1489,2,9.5,6.5
1490,0,8.5,6.5
1490,2,9.5,6.5
1491,0,8.5,6.5
1491,2,9.5,6.5
1492,0,8.5,6.5
1492,2,9.5,6.5
1493,0,8.5,6.5
1493,2,9.5,6.5
1494,0,8.5,6.5
1494,2,9.5,6.5
1495,0,8.5,6.5
1495,2,9.5,6.5
1496,0,8.5,6.5
1496,2,9.5,6.5
1497,0,8.5,6.5
1497,2,9.5,6.5
1498,0,8.5,6.5
1498,2,9.5,6.5
1499,0,8.5,6.5
1499,2,9.5,6.5
1500,0,9.5,6.5
1500,2,9.5,6.5
1501,0,9.5,6.5
1501,2,9.5,6.5
1502,0,9.5,6.5
1502,2,9.5,6.5
1503,0,9.5,6.5
1503,2,9.5,6.5
1504,0,9.5,6.5
1504,2,9.5,6.5
1505,0,9.5,6.5
1505,2,9.5,6.5
1506,0,9.5,6.5
1506,2,9.5,6.5
1507,0,9.5,6.5
1507,2,10.5,6.5
1508,0,9.5,6.5
1508,2,10.5,6.5
1509,0,9.5,6.5
1509,2,10.5,6.5
1510,0,9.5,6.5
1510,2,10.5,6.5
1511,0,9.5,6.5
1511,2,10.5,6.5
1512,0,9.5,6.5
1512,2,10.5,6.5
1513,0,9.5,6.5
1513,2,10.5,6.5
1514,0,9.5,6.5
1514,2,10.5,6.5
1515,0,9.5,6.5
1515,2,10.5,6.5
1516,0,9.5,6.5
1516,2,10.5,6.5
1517,0,9.5,6.5
1517,2,10.5,6.5
1518,0,9.5,6.5
1518,2,10.5,6.5
1519,0,9.5,6.5
1519,2,10.5,6.5
1520,0,10.5,6.5
1520,2,10.5,6.5
1521,0,10.5,6.5
1521,2,10.5,6.5
1522,0,10.5,6.5
1522,2,10.5,6.5
1523,0,10.5,6.5
1523,2,10.5,6.5
1524,0,10.5,6.5
1524,2,10.5,6.5
1525,0,10.5,6.5
1525,2,10.5,6.5
1526,0,10.5,6.5
1526,2,10.5,6.5
1527,0,10.5,6.5
1527,2,9.5,6.5
1528,0,10.5,6.5
1528,2,9.5,6.5
1529,0,10.5,6.5
1529,2,9.5,6.5
1530,0,10.5,6.5
1530,2,9.5,6.5
1531,0,10.5,6.5
1531,2,9.5,6.5
1532,0,10.5,6.5
1532,2,9.5,6.5
1533,0,10.5,6.5
1533,2,9.5,6.5
1534,0,10.5,6.5
1534,2,9.5,6.5
1535,0,10.5,6.5
1535,2,9.5,6.5
1536,0,10.5,6.5
1536,2,9.5,6.5
1537,0,10.5,6.5
1537,2,9.5,6.5
1538,0,10.5,6.5
1538,2,9.5,6.5
1539,0,10.5,6.5
1539,2,9.5,6.5
1540,0,0.5,7.5
1540,2,0.5,7.5
1541,0,0.5,7.5
1541,2,0.5,7.5
1542,0,0.5,7.5
1542,2,0.5,7.5
1543,0,0.5,7.5
1543,2,0.5,7.5
1544,0,0.5,7.5
1544,2,0.5,7.5
1545,0,0.5,7.5
1545,2,0.5,7.5
1546,0,0.5,7.5
1546,2,0.5,7.5
1547,0,0.5,7.5
1547,2,0.5,7.5
1548,0,0.5,7.5
1548,2,0.5,7.5
1549,0,0.5,7.5
1549,2,0.5,7.5
1550,0,0.5,7.5
1550,2,0.5,7.5
1551,0,0.5,7.5
1551,2,0.5,7.5
1552,0,0.5,7.5
1552,2,1.5,7.5
1553,0,0.5,7.5
1553,2,1.5,7.5
1554,0,0.5,7.5
1554,2,1.5,7.5
1555,0,0.5,7.5
1555,2,1.5,7.5
1556,0,0.5,7.5
1556,2,1.5,7.5
1557,0,0.5,7.5
1557,2,1.5,7.5
1558,0,0.5,7.5
1558,2,1.5,7.5
1559,0,0.5,7.5
1559,2,1.5,7.5
1560,0,1.5,7.5
1560,2,1.5,7.5
1561,0,1.5,7.5
1561,2,1.5,7.5
1562,0,1.5,7.5
1562,2,1.5,7.5
1563,0,1.5,7.5
1563,2,1.5,7.5
1564,0,1.5,7.5
1564,2,1.5,7.5
1565,0,1.5,7.5
1565,2,1.5,7.5
1566,0,1.5,7.5
1566,2,1.5,7.5
1567,0,1.5,7.5
1567,2,1.5,7.5
1568,0,1.5,7.5
1568,2,1.5,7.5
1569,0,1.5,7.5
1569,2,1.5,7.5
1570,0,1.5,7.5
1570,2,1.5,7.5
1571,0,1.5,7.5
1571,2,1.5,7.5
1572,0,1.5,7.5
1572,2,2.5,7.5
1573,0,1.5,7.5
1573,2,2.5,7.5
1574,0,1.5,7.5
1574,2,2.5,7.5
1575,0,1.5,7.5
1575,2,2.5,7.5
1576,0,1.5,7.5
1576,2,2.5,7.5
1577,0,1.5,7.5
1577,2,2.5,7.5
1578,0,1.5,7.5
1578,2,2.5,7.5
1579,0,1.5,7.5
1579,2,2.5,7.5
1580,0,2.5,7.5
1580,2,2.5,7.5
1581,0,2.5,7.5
1581,2,2.5,7.5
1582,0,2.5,7.5
1582,2,2.5,7.5
1583,0,2.5,7.5
1583,2,2.5,7.5
1584,0,2.5,7.5
1584,2,2.5,7.5
1585,0,2.5,7.5
1585,2,2.5,7.5
1586,0,2.5,7.5
1586,2,2.5,7.5
1587,0,2.5,7.5
1587,2,2.5,7.5
1588,0,2.5,7.5
1588,2,2.5,7.5
1589,0,2.5,7.5
1589,2,2.5,7.5
1590,0,2.5,7.5
1590,2,2.5,7.5
1591,0,2.5,7.5
1591,2,2.5,7.5
1592,0,2.5,7.5
1592,2,3.5,7.5
1593,0,2.5,7.5
1593,2,3.5,7.5
1594,0,2.5,7.5
1594,2,3.5,7.5
1595,0,2.5,7.5
1595,2,3.5,7.5
1596,0,2.5,7.5
1596,2,3.5,7.5
1597,0,2.5,7.5
1597,2,3.5,7.5
1598,0,2.5,7.5
1598,2,3.5,7.5
1599,0,2.5,7.5
1599,2,3.5,7.5
1600,0,3.5,7.5
1600,2,3.5,7.5
1601,0,3.5,7.5
1601,2,3.5,7.5
1602,0,3.5,7.5
1602,2,3.5,7.5
1603,0,3.5,7.5
1603,2,3.5,7.5
1604,0,3.5,7.5
1604,2,3.5,7.5
1605,0,3.5,7.5
1605,2,3.5,7.5
1606,0,3.5,7.5
1606,2,3.5,7.5
1607,0,3.5,7.5
1607,2,3.5,7.5
1608,0,3.5,7.5
1608,2,3.5,7.5
1609,0,3.5,7.5
1609,2,3.5,7.5
1610,0,3.5,7.5
1610,2,3.5,7.5
1611,0,3.5,7.5
1611,2,3.5,7.5
1612,0,3.5,7.5
1612,2,4.5,7.5
1613,0,3.5,7.5
1613,2,4.5,7.5
1614,0,3.5,7.5
1614,2,4.5,7.5
1615,0,3.5,7.5
1615,2,4.5,7.5
1616,0,3.5,7.5
1616,2,4.5,7.5
1617,0,3.5,7.5
1617,2,4.5,7.5
1618,0,3.5,7.5
1618,2,4.5,7.5
1619,0,3.5,7.5
1619,2,4.5,7.5
1620,0,4.5,7.5
1620,2,4.5,7.5
1621,0,4.5,7.5
1621,2,4.5,7.5
1622,0,4.5,7.5
1622,2,4.5,7.5
1623,0,4.5,7.5
1623,2,4.5,7.5
1624,0,4.5,7.5
1624,2,4.5,7.5
1625,0,4.5,7.5
1625,2,4.5,7.5
1626,0,4.5,7.5
1626,2,4.5,7.5
1627,0,4.5,7.5
1627,2,4.5,7.5
1628,0,4.5,7.5
1628,2,4.5,7.5
1629,0,4.5,7.5
1629,2,4.5,7.5
1630,0,4.5,7.5
1630,2,4.5,7.5
1631,0,4.5,7.5
1631,2,4.5,7.5
1632,0,4.5,7.5
1632,2,5.5,7.5
1633,0,4.5,7.5
1633,2,5.5,7.5
1634,0,4.5,7.5
1634,2,5.5,7.5
1635,0,4.5,7.5
1635,2,5.5,7.5
1636,0,4.5,7.5
1636,2,5.5,7.5
1637,0,4.5,7.5
1637,2,5.5,7.5
1638,0,4.5,7.5
1638,2,5.5,7.5
1639,0,4.5,7.5
1639,2,5.5,7.5
1640,0,5.5,7.5
1640,2,5.5,7.5
1641,0,5.5,7.5
1641,2,5.5,7.5
1642,0,5.5,7.5
1642,2,5.5,7.5
1643,0,5.5,7.5
1643,2,5.5,7.5
1644,0,5.5,7.5
1644,2,5.5,7.5
1645,0,5.5,7.5
1645,2,5.5,7.5
1646,0,5.5,7.5
1646,2,5.5,7.5
1647,0,5.5,7.5
1647,2,5.5,7.5
1648,0,5.5,7.5
1648,2,5.5,7.5
1649,0,5.5,7.5
1649,2,5.5,7.5
1650,0,5.5,7.5
1650,2,5.5,7.5
1651,0,5.5,7.5
1651,2,5.5,7.5
1652,0,5.5,7.5
1652,2,6.5,7.5
1653,0,5.5,7.5
1653,2,6.5,7.5
1654,0,5.5,7.5
1654,2,6.5,7.5
1655,0,5.5,7.5
1655,2,6.5,7.5
1656,0,5.5,7.5
1656,2,6.5,7.5
1657,0,5.5,7.5
1657,2,6.5,7.5
1658,0,5.5,7.5
1658,2,6.5,7.5
1659,0,5.5,7.5
1659,2,6.5,7.5
1660,0,6.5,7.5
1660,2,6.5,7.5
1661,0,6.5,7.5
1661,2,6.5,7.5
1662,0,6.5,7.5
1662,2,6.5,7.5
1663,0,6.5,7.5
1663,2,6.5,7.5
1664,0,6.5,7.5
1664,2,6.5,7.5
1665,0,6.5,7.5
1665,2,6.5,7.5
1666,0,6.5,7.5
1666,2,6.5,7.5
1667,0,6.5,7.5
1667,2,6.5,7.5
1668,0,6.5,7.5
1668,2,6.5,7.5
1669,0,6.5,7.5
1669,2,6.5,7.5
1670,0,6.5,7.5
1670,2,6.5,7.5
1671,0,6.5,7.5
1671,2,6.5,7.5
1672,0,6.5,7.5
1672,2,7.5,7.5
1673,0,6.5,7.5
1673,2,7.5,7.5
1674,0,6.5,7.5
1674,2,7.5,7.5
1675,0,6.5,7.5
1675,2,7.5,7.5
1676,0,6.5,7.5
1676,2,7.5,7.5
1677,0,6.5,7.5
1677,2,7.5,7.5
1678,0,6.5,7.5
1678,2,7.5,7.5
1679,0,6.5,7.5
1679,2,7.5,7.5
1680,0,7.5,7.5
1680,2,7.5,7.5
1681,0,7.5,7.5
1681,2,7.5,7.5
1682,0,7.5,7.5
1682,2,7.5,7.5
1683,0,7.5,7.5
1683,2,7.5,7.5
1684,0,7.5,7.5
1684,2,7.5,7.5
1685,0,7.5,7.5
1685,2,7.5,7.5
1686,0,7.5,7.5
1686,2,7.5,7.5
1687,0,7.5,7.5
1687,2,7.5,7.5
1688,0,7.5,7.5
1688,2,7.5,7.5
1689,0,7.5,7.5
